,MessageID,MessageType,MessageTimeLeft,MessageDelay,MessageRoute
2946,43_20,Real,28.861707490152156,"[0.800371929777303, 0.4743117039813558, 0]","[Client id: 43, ( id: 10, corrupt: False ), Client id: 5]"
2947,75_28,Real,28.868151549215337,"[0.3024885274652322, 0.08174363886647153, 0]","[Client id: 75, ( id: 10, corrupt: False ), Client id: 36]"
2948,29_34,Real,28.888791060292707,"[0.20819352643240235, 0.5725732805201049, 0]","[Client id: 29, ( id: 1, corrupt: False ), Client id: 86]"
2949,84_25,Real,28.899561263470353,"[0.16612912042047834, 0.7633780635896817, 0]","[Client id: 84, ( id: 4, corrupt: False ), Client id: 74]"
2950,43_21,Real,28.904261757269026,"[0.042554267116870687, 0.10919491621502056, 0]","[Client id: 43, ( id: 6, corrupt: False ), Client id: 36]"
2951,57_31,Real,28.912968287957003,"[1.0397051226811347, 1.445495743212751, 0]","[Client id: 57, ( id: 5, corrupt: False ), Client id: 40]"
2952,26_18,Real,28.93869124169457,"[0.6550314941986329, 2.638083320989266, 0]","[Client id: 26, ( id: 7, corrupt: False ), Client id: 1]"
2953,80_34,Real,28.94500004466826,"[1.0324676084685285, 0.15202279805490634, 0]","[Client id: 80, ( id: 9, corrupt: False ), Client id: 92]"
2954,57_32,Real,28.946024553935054,"[0.03305626597805045, 0.22242105605504786, 0]","[Client id: 57, ( id: 10, corrupt: False ), Client id: 84]"
2955,15_25,Real,28.949867414807063,"[0.5299879072447523, 0.08001402801560124, 0]","[Client id: 15, ( id: 7, corrupt: False ), Client id: 6]"
2956,74_29,Real,28.963638996958217,"[1.538765820851857, 1.3338988575329986, 0]","[Client id: 74, ( id: 4, corrupt: False ), Client id: 12]"
2957,73_30,Real,28.972518634430262,"[3.7620857356523847, 0.2736949277531678, 0]","[Client id: 73, ( id: 6, corrupt: False ), Client id: 64]"
2958,40_32,Real,28.98416002041633,"[0.29578989599665034, 0.5570255918046508, 0]","[Client id: 40, ( id: 2, corrupt: False ), Client id: 14]"
2959,21_29,Real,29.003195975701043,"[0.3518271904015384, 0.42822141548957615, 0]","[Client id: 21, ( id: 5, corrupt: False ), Client id: 66]"
2960,30_27,Real,29.007576407943002,"[0.5829018853236099, 1.2583768597474718, 0]","[Client id: 30, ( id: 10, corrupt: False ), Client id: 77]"
2961,34_33,Real,29.009792411598106,"[0.9479095267639774, 0.264928362442509, 0]","[Client id: 34, ( id: 1, corrupt: False ), Client id: 83]"
2962,23_27,Real,29.012891965482677,"[1.2429573723941454, 1.7874155596836632, 0]","[Client id: 23, ( id: 9, corrupt: False ), Client id: 38]"
2963,2_28,Real,29.043898669242715,"[0.47860777069018, 1.9425143628422323, 0]","[Client id: 2, ( id: 9, corrupt: False ), Client id: 96]"
2964,28_30,Real,29.04618790506429,"[0.20042775721143974, 0.22280311478389275, 0]","[Client id: 28, ( id: 8, corrupt: False ), Client id: 70]"
2965,91_37,Real,29.06446533581756,"[0.8885803102591455, 1.799913497348519, 0]","[Client id: 91, ( id: 10, corrupt: False ), Client id: 3]"
2966,65_31,Real,29.064962930228166,"[0.553513705472467, 0.18932748249178294, 0]","[Client id: 65, ( id: 7, corrupt: False ), Client id: 18]"
2967,21_30,Real,29.075429339856747,"[0.07223336415570407, 2.561608323999961, 0]","[Client id: 21, ( id: 6, corrupt: False ), Client id: 37]"
2968,79_30,Real,29.096920753906446,"[0.8464841935178735, 1.6114576582513362, 0]","[Client id: 79, ( id: 10, corrupt: False ), Client id: 93]"
2969,13_24,Real,29.102508264813686,"[0.6229168456661159, 0.10749186917619552, 0]","[Client id: 13, ( id: 5, corrupt: False ), Client id: 63]"
2970,29_35,Real,29.119822451790274,"[0.23103139149756632, 1.0123938757992366, 0]","[Client id: 29, ( id: 10, corrupt: False ), Client id: 4]"
